name,price,image,category,description,rating,reviews,inStock,stockQuantity
Corset With Black Skirt,79.99,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp,womens-dresses,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,4.52,"[""Very satisfied!"", ""Disappointing product!"", ""Very happy with my purchase!""]",True,33
Dress Pea,49.99,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp,womens-dresses,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",4.88,"[""Fast shipping!"", ""Not worth the price!"", ""Would not buy again!""]",True,6
Marni Red & Black Suit,179.99,https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp,womens-dresses,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",4.48,"[""Fast shipping!"", ""Very disappointed!"", ""Highly impressed!""]",True,62
Green Crystal Earring,29.99,https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp,womens-jewellery,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",3.96,"[""Would buy again!"", ""Great value for money!"", ""Excellent quality!""]",True,54
Green Oval Earring,24.99,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp,womens-jewellery,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",3.57,"[""Would not buy again!"", ""Very satisfied!"", ""Would buy again!""]",True,73
Tropical Earring,19.99,https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp,womens-jewellery,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",4.4,"[""Great product!"", ""Awesome product!"", ""Very unhappy with my purchase!""]",True,1
Black & Brown Slipper,19.99,https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/1.webp,womens-shoes,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",2.53,"[""Highly impressed!"", ""Not worth the price!"", ""Very happy with my purchase!""]",True,3
Calvin Klein Heel Shoes,79.99,https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/1.webp,womens-shoes,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",4.92,"[""Great value for money!"", ""Great value for money!"", ""Not as described!""]",True,93
Golden Shoes Woman,49.99,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/1.webp,womens-shoes,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",3.26,"[""Excellent quality!"", ""Very pleased!"", ""Very pleased!""]",True,88
Pampi Shoes,29.99,https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/1.webp,womens-shoes,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",3.05,"[""Highly recommended!"", ""Would buy again!"", ""Awesome product!""]",True,49
Red Shoes,34.99,https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/1.webp,womens-shoes,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",3.25,"[""Fast shipping!"", ""Awesome product!"", ""Highly impressed!""]",True,7
IWC Ingenieur Automatic Steel,4999.99,https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/1.webp,womens-watches,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",2.93,"[""Disappointing product!"", ""Great value for money!"", ""Would not buy again!""]",True,90
Rolex Cellini Moonphase,15999.99,https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/1.webp,womens-watches,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",3.83,"[""Very happy with my purchase!"", ""Fast shipping!"", ""Disappointing product!""]",True,52
Rolex Datejust Women,10999.99,https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/1.webp,womens-watches,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",2.86,"[""Not as described!"", ""Highly impressed!"", ""Very satisfied!""]",True,4
Watch Gold for Women,799.99,https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/1.webp,womens-watches,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",4.24,"[""Highly impressed!"", ""Would buy again!"", ""Great product!""]",False,0
Women's Wrist Watch,129.99,https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/1.webp,womens-watches,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",3.52,"[""Very happy with my purchase!"", ""Highly recommended!"", ""Fast shipping!""]",True,12
